Credit_Score,Income,Employment_Status,Assets,Loan_Amount,Loan_Term
708,2900000, No,4200000,10500000,20
355,8300000, Yes,1000000,17600000,2
756,2400000, No,1500000,5100000,6
719,5600000, No,5600000,12000000,4
439,9500000, Yes,400000,35400000,14
668,4900000, Yes,10800000,15900000,10
765,5900000, Yes,13000000,16500000,2
476,500000, Yes,200000,1500000,4
781,7000000, No,5400000,21700000,14
350,3500000, No,5200000,12700000,4
783,5200000, No,5000000,12200000,16
770,6300000, Yes,1900000,19900000,12
822,8400000, No,1800000,28300000,10
469,7500000, Yes,12300000,22500000,14
300,3300000, No,5500000,13000000,16
692,8800000, No,21700000,22400000,14
707,200000, No,-100000,700000,18
658,8000000, Yes,10600000,29100000,4
625,1000000, No,700000,4000000,6
343,9400000, No,7600000,26700000,10
358,2100000, No,3700000,7300000,18
705,5400000, Yes,14600000,11500000,20
799,4700000, Yes,9700000,15100000,8
397,8800000, No,17300000,33700000,12
493,3200000, No,7700000,12200000,6
446,7200000, Yes,17700000,21900000,4
315,2500000, Yes,5500000,7200000,16
887,6900000, Yes,13800000,15700000,14
429,5700000, Yes,2800000,20500000,16
673,5500000, Yes,10500000,15100000,18
731,9200000, Yes,14500000,29100000,10
732,5700000, Yes,15800000,11500000,2
525,5000000, Yes,13000000,16400000,14
343,2300000, No,-100000,5500000,6
331,3000000, Yes,8000000,11000000,16
845,7900000, No,14200000,26200000,18
696,2000000, No,4100000,6200000,16
772,2700000, No,2200000,8700000,14
628,6400000, Yes,6900000,15800000,18
764,8200000, Yes,22900000,19100000,2
553,2800000, No,400000,6900000,14
653,8900000, No,12700000,20000000,2
506,5100000, No,7900000,20000000,4
431,2800000, No,6200000,8500000,20
697,6100000, Yes,14100000,12300000,18
588,8400000, No,11000000,24500000,6
846,1600000, No,600000,5600000,6
379,4100000, No,6200000,11000000,14
745,300000, No,0,700000,10
523,9600000, No,26100000,34500000,20
624,8300000, Yes,22900000,25400000,4
407,4600000, No,13000000,16700000,16
756,5600000, Yes,3300000,11600000,12
351,4100000, Yes,6000000,8300000,16
373,3700000, No,2800000,13400000,18
461,800000, Yes,1300000,2400000,2
672,8100000, No,5600000,28100000,12
434,2700000, Yes,2700000,9500000,10
541,7000000, Yes,3700000,21400000,12
413,8100000, Yes,8100000,29300000,2
592,3200000, No,3000000,7600000,4
665,400000, Yes,300000,1400000,10
313,7800000, No,2600000,23900000,4
673,5800000, No,8900000,19600000,14
382,2600000, Yes,1700000,6000000,8
661,5400000, No,15800000,21100000,12
576,600000, Yes,400000,1700000,4
443,600000, No,700000,1200000,14
307,9500000, Yes,27500000,21700000,16
656,1900000, Yes,1500000,4800000,12
885,9800000, Yes,18000000,21200000,4
896,7800000, No,12400000,16600000,20
802,4900000, No,3300000,14100000,2
650,8300000, Yes,3600000,22700000,2
665,3900000, Yes,9300000,8900000,10
339,9000000, No,15200000,35700000,12
447,9600000, No,15400000,32400000,20
613,1000000, Yes,1600000,2400000,18
424,2800000, No,900000,7200000,16
667,8300000, No,19300000,20800000,6
715,6900000, Yes,8200000,18300000,18
654,3800000, Yes,9000000,9100000,18
549,8000000, No,2400000,17800000,20
373,9800000, Yes,11100000,29700000,4
332,2900000, Yes,3600000,7200000,16
534,7900000, No,12400000,31500000,20
396,4600000, No,10700000,17900000,8
892,1000000, No,2200000,3700000,18
602,9000000, No,3400000,21300000,14
615,9400000, Yes,21200000,36100000,10
482,7400000, Yes,15700000,23300000,20
397,6600000, No,19200000,20100000,16
464,1300000, No,1200000,3400000,10
832,1100000, Yes,3200000,3400000,14
802,9200000, No,22000000,34800000,12
628,7000000, No,13400000,23900000,18
694,5100000, No,6400000,18800000,10
741,3200000, Yes,3800000,9300000,20
748,3700000, Yes,3700000,10900000,14
320,3600000, No,2500000,12800000,4
774,5600000, No,11000000,11700000,10
500,9500000, Yes,8300000,32000000,2
706,1500000, No,0,4000000,18
601,7400000, No,16400000,18300000,10
806,6000000, No,1800000,17400000,16
644,3000000, Yes,3900000,9600000,6
723,6000000, Yes,700000,12900000,14
509,600000, Yes,1600000,1500000,12
898,1800000, No,2400000,6600000,4
567,5500000, Yes,7200000,12000000,2
715,1000000, No,2200000,2100000,6
854,1700000, Yes,5000000,3500000,10
523,3400000, Yes,6100000,12300000,8
534,9600000, Yes,24500000,35900000,8
470,2600000, Yes,700000,7600000,18
619,1600000, No,3200000,3500000,18
572,4300000, Yes,8600000,12800000,20
365,1400000, No,2600000,3500000,16
791,8000000, No,13900000,18000000,16
424,5000000, Yes,5200000,18100000,12
726,4500000, No,2900000,10200000,12
736,3400000, No,3900000,9900000,2
488,5700000, Yes,13600000,12800000,14
400,2600000, Yes,6800000,7600000,10
311,4500000, Yes,11200000,12200000,20
504,5100000, Yes,6400000,16800000,2
312,5100000, Yes,9600000,18600000,20
587,1700000, Yes,1100000,6500000,14
317,5200000, No,3000000,10500000,20
463,8400000, No,12700000,29000000,2
842,9000000, Yes,6300000,34000000,16
616,3400000, Yes,5000000,11800000,20
800,5400000, No,800000,19400000,8
813,700000, Yes,200000,2100000,12
564,7600000, No,14000000,24800000,12
837,5000000, No,2200000,14700000,12
735,2500000, Yes,0,9400000,16
724,2000000, Yes,5200000,5200000,16
658,9000000, No,5700000,23900000,12
858,8300000, No,24600000,31800000,16
614,3100000, Yes,1700000,8500000,8
714,8500000, Yes,11400000,25600000,16
605,1200000, Yes,3600000,4600000,20
875,2800000, Yes,6900000,5500000,8
359,2800000, Yes,5000000,10900000,6
441,6500000, Yes,14100000,24100000,6
790,8700000, No,25000000,25200000,18
821,5400000, Yes,11600000,13600000,4
375,8600000, No,19600000,33300000,16
545,4700000, No,5200000,9600000,10
891,1100000, Yes,1100000,3900000,4
486,6400000, No,5100000,14000000,8
696,4300000, No,12400000,9900000,4
683,2900000, Yes,1700000,11100000,4
594,9600000, No,25500000,27100000,8
529,900000, Yes,900000,2500000,20
429,8100000, No,3600000,26300000,4
400,8800000, Yes,11300000,25000000,4
848,8800000, No,25400000,17500000,4
489,6400000, No,1600000,21500000,6
326,2900000, No,8600000,6600000,10
663,1600000, No,3900000,6100000,8
729,1600000, No,2500000,5100000,18
398,3100000, Yes,3100000,10700000,4
856,5600000, Yes,400000,16700000,14
347,8100000, Yes,22800000,19900000,20
696,9100000, No,26200000,19300000,12
353,5500000, Yes,400000,17100000,8
756,9700000, Yes,15700000,34300000,20
490,2300000, No,6200000,5400000,16
531,5600000, Yes,6500000,18000000,10
679,4500000, Yes,10300000,16600000,4
877,500000, Yes,100000,1800000,8
817,4200000, No,6700000,11000000,20
792,9100000, No,800000,23300000,18
664,3200000, Yes,6300000,12800000,18
882,6200000, Yes,11800000,21300000,16
768,2500000, Yes,4500000,7700000,10
787,9100000, No,24300000,27100000,12
538,500000, Yes,0,900000,12
347,6900000, No,16400000,18000000,8
317,1800000, Yes,4900000,5200000,16
713,4000000, Yes,6200000,14500000,2
683,3900000, No,1000000,12300000,10
765,8000000, Yes,24000000,28100000,18
803,900000, No,1600000,3200000,10
405,8200000, Yes,3900000,29700000,6
529,2300000, No,6200000,4900000,4
801,6900000, Yes,10100000,19400000,6
707,8800000, No,15000000,30700000,12
349,2600000, No,5900000,7200000,8
885,3700000, No,6200000,8700000,20
489,6200000, Yes,2900000,23800000,4
341,1000000, Yes,2900000,2600000,6
637,6000000, No,10800000,20000000,12
304,9100000, Yes,14100000,31400000,4
537,1700000, No,4300000,6700000,16
503,1700000, Yes,900000,4600000,12
720,7100000, No,4600000,14300000,12
509,9400000, No,20700000,36800000,10
360,6200000, No,900000,16400000,6
818,8300000, No,23400000,31800000,16
716,8900000, Yes,5400000,21200000,8
360,6500000, Yes,3500000,14800000,12
895,8100000, Yes,5100000,26700000,10
328,4900000, No,10500000,13500000,8
812,9100000, No,23300000,26600000,2
456,9000000, Yes,23800000,33100000,16
566,1300000, Yes,700000,3900000,16
598,6700000, No,5300000,25000000,20
656,3200000, No,7000000,9300000,6
895,7500000, No,2000000,28700000,2
653,4900000, No,7300000,12800000,14
641,700000, Yes,2100000,1800000,16
544,6400000, No,12100000,16500000,8
811,3900000, Yes,5700000,14100000,20
460,9700000, No,11400000,26900000,10
795,3600000, Yes,10600000,12500000,12
745,3400000, Yes,4900000,10300000,4
606,9800000, No,6200000,20100000,16
451,5100000, No,6100000,14200000,6
479,5900000, Yes,11000000,11800000,8
495,1200000, No,1800000,2400000,14
769,9700000, No,23700000,30200000,14
639,4700000, Yes,3600000,11800000,4
723,4200000, No,1200000,12500000,18
623,9300000, No,11700000,26100000,16
487,5300000, Yes,9700000,20800000,6
743,7600000, No,20700000,30100000,2
754,6200000, No,2300000,16900000,12
552,8900000, No,2300000,21600000,10
560,7900000, Yes,23100000,27300000,10
632,3500000, Yes,6900000,10800000,14
339,5300000, No,4600000,16700000,18
881,1400000, No,3700000,3100000,4
535,9100000, Yes,2800000,23600000,20
563,4400000, No,4100000,17200000,4
615,2800000, No,7400000,8200000,14
795,1300000, No,1400000,3300000,8
878,8400000, No,23400000,28700000,14
633,5300000, Yes,11800000,14000000,6
533,6000000, No,3000000,13900000,4
795,2100000, Yes,6100000,6800000,12
374,4300000, No,7100000,11000000,4
848,7300000, Yes,6300000,22900000,12
890,5200000, No,10500000,16200000,12
444,4700000, No,8200000,9800000,14
803,7800000, No,15500000,28500000,4
618,500000, Yes,-100000,1900000,18
845,6000000, Yes,5000000,20300000,14
833,4800000, No,3000000,10800000,12
767,8900000, Yes,12000000,19300000,12
747,1800000, Yes,700000,4000000,16
588,3000000, No,5300000,7000000,4
582,7700000, No,9800000,24500000,20
348,8300000, No,5600000,20400000,14
726,4200000, No,10000000,9400000,4
482,8000000, Yes,19800000,31200000,6
565,9400000, Yes,1200000,30000000,16
872,800000, No,2400000,2400000,16
825,500000, Yes,600000,1300000,4
694,6100000, Yes,16200000,22300000,8
448,8500000, Yes,23000000,30800000,20
452,7600000, Yes,7900000,18000000,12
897,8700000, No,16400000,17900000,12
803,9400000, No,24800000,20200000,10
828,400000, Yes,600000,900000,8
832,2700000, No,7700000,7500000,6
861,2300000, Yes,1600000,5500000,6
535,7500000, No,17500000,15900000,2
363,7100000, Yes,17900000,19400000,16
631,8800000, Yes,11000000,28600000,8
513,8400000, No,500000,20700000,6
317,4700000, Yes,12700000,16200000,16
809,6900000, No,6100000,19500000,2
531,2400000, No,6800000,8200000,10
544,1600000, Yes,2200000,4800000,14
366,3500000, No,6400000,7800000,14
797,3700000, No,1300000,12700000,14
597,3200000, No,6800000,12000000,16
632,7000000, Yes,12500000,22500000,12
741,9300000, No,7600000,28300000,12
331,200000, No,300000,800000,20
426,6900000, No,3900000,16500000,8
533,9000000, No,17100000,26500000,8
394,6900000, No,3800000,22700000,16
877,7500000, No,21000000,25100000,14
527,9200000, No,18700000,28000000,8
468,4600000, No,10400000,12700000,8
611,5000000, Yes,13400000,19600000,18
832,4500000, No,2700000,17200000,6
508,7900000, No,6600000,22700000,18
840,5100000, No,1400000,13500000,20
794,3700000, No,9500000,7600000,14
889,5300000, No,15300000,17800000,12
765,200000, No,600000,500000,16
518,9000000, Yes,18400000,18600000,16
694,6900000, No,4200000,17100000,4
663,700000, No,700000,2300000,8
662,2500000, No,4000000,8900000,2
642,4600000, No,10100000,14400000,14
701,1000000, No,2200000,3900000,10
632,9200000, Yes,23700000,30100000,6
861,2200000, Yes,1300000,4400000,2
784,9700000, Yes,14600000,33300000,12
332,5500000, Yes,8100000,18200000,4
763,1300000, Yes,3800000,3400000,2
593,7900000, Yes,20800000,19100000,2
512,4300000, No,7200000,8800000,6
655,3800000, No,9600000,13300000,6
369,8700000, No,4000000,24700000,8
348,1300000, No,1500000,3100000,14
736,6800000, Yes,2000000,16800000,10
353,9100000, No,25100000,24000000,20
478,3000000, No,5600000,11300000,16
827,1200000, Yes,3200000,3000000,4
517,5000000, Yes,2200000,16900000,12
648,9700000, Yes,15100000,24700000,18
689,7000000, Yes,8400000,23800000,10
550,4100000, No,9900000,9100000,20
826,5300000, Yes,15500000,12900000,20
599,7300000, No,18400000,19200000,14
815,6500000, No,6300000,18500000,16
761,600000, Yes,800000,1400000,4
432,5200000, Yes,6900000,15000000,20
442,2800000, Yes,5800000,9200000,18
620,7800000, Yes,3500000,23300000,6
476,3000000, No,7900000,6500000,4
837,9300000, No,27400000,34900000,6
510,5100000, Yes,13400000,18000000,6
849,4300000, Yes,3800000,16100000,18
737,1100000, No,2900000,2100000,8
809,6500000, No,14000000,16200000,10
520,6400000, No,12100000,23000000,8
834,7400000, No,6400000,22500000,16
397,8700000, No,8900000,32100000,8
438,9200000, No,4800000,24700000,14
820,6200000, Yes,11200000,19700000,18
323,1200000, No,2000000,4600000,20
837,7000000, Yes,7700000,20300000,14
571,3800000, Yes,7400000,10100000,2
479,4900000, No,1600000,16300000,14
533,7800000, Yes,11900000,22100000,6
899,7400000, Yes,16500000,17200000,8
460,7000000, No,20500000,26600000,16
636,4900000, No,14200000,12500000,2
434,5800000, No,8400000,20600000,20
516,2000000, No,4600000,6900000,18
382,8300000, No,1400000,24600000,2
616,1000000, Yes,700000,2800000,12
745,5500000, No,9400000,11600000,6
697,1400000, No,2000000,3400000,6
364,3700000, No,5900000,12300000,6
566,2100000, Yes,700000,6900000,2
462,6200000, No,9400000,21900000,12
331,9300000, No,7100000,31900000,2
839,5100000, Yes,13400000,10300000,12
702,7000000, Yes,9000000,14000000,4
580,5300000, Yes,10200000,17900000,2
560,900000, No,2700000,2800000,10
845,9400000, Yes,27300000,25700000,14
392,2600000, Yes,5500000,8500000,4
387,1500000, No,-100000,4900000,16
749,1800000, Yes,4200000,6300000,12
727,7800000, Yes,4600000,20000000,14
656,2100000, Yes,5600000,7400000,14
643,8300000, Yes,24800000,17500000,20
307,4400000, Yes,12800000,16800000,4
588,2300000, No,2000000,5000000,16
895,7700000, Yes,22200000,22300000,20
351,9300000, Yes,24200000,29400000,10
891,5900000, No,10200000,16400000,12
442,1900000, Yes,3200000,4900000,4
686,6900000, No,2300000,19500000,20
432,2100000, Yes,6000000,8200000,20
766,8200000, No,4400000,20900000,14
561,7700000, No,6000000,17200000,6
539,7700000, No,4000000,19000000,2
759,700000, No,1000000,1400000,6
750,7100000, No,21000000,18200000,8
373,3900000, No,11600000,13600000,10
407,5200000, Yes,1100000,20500000,10
611,5500000, No,13700000,20200000,14
783,2600000, No,6500000,6300000,10
651,7300000, Yes,16600000,24000000,18
760,8700000, No,400000,31100000,16
793,9000000, No,11700000,22700000,16
685,400000, No,500000,800000,16
806,3300000, Yes,5700000,10700000,8
770,6300000, No,6000000,17800000,12
663,7000000, No,13800000,23600000,14
592,2100000, Yes,2000000,8100000,4
580,7600000, No,19100000,26300000,18
609,8200000, No,4500000,17500000,4
380,9200000, Yes,13100000,23200000,8
364,3800000, No,4100000,12100000,20
866,3200000, No,5100000,8900000,12
342,9700000, No,700000,31700000,10
884,4700000, No,9900000,14400000,16
859,3800000, Yes,3900000,12500000,18
692,400000, No,500000,1000000,20
675,3200000, Yes,8000000,6800000,16
886,3900000, Yes,3500000,12700000,8
477,3500000, Yes,3200000,13100000,10
596,2200000, No,4700000,8300000,6
400,6400000, No,2300000,19700000,20
711,9100000, No,2200000,19900000,2
418,3300000, Yes,4200000,8900000,2
517,7800000, No,7700000,21800000,8
508,6200000, Yes,5600000,16200000,6
689,7000000, Yes,17200000,26100000,18
455,9200000, No,19200000,28200000,12
617,7500000, Yes,100000,20800000,6
500,5300000, No,4700000,13200000,10
382,6800000, Yes,17600000,22800000,14
538,7900000, No,10000000,20800000,18
855,6200000, Yes,-100000,14900000,8
614,1000000, No,1800000,3000000,18
513,7800000, Yes,22100000,25400000,10
402,3000000, Yes,5600000,8800000,14
819,5700000, Yes,15500000,15000000,20
622,6600000, No,9200000,25400000,12
790,7100000, Yes,2500000,18200000,4
808,1300000, Yes,3100000,4800000,14
369,5200000, No,5400000,16800000,18
330,5600000, No,16100000,20300000,4
857,7100000, No,3700000,16500000,14
457,5100000, No,13200000,19100000,8
843,7600000, Yes,21500000,29300000,8
463,2500000, Yes,1900000,5400000,6
582,6900000, No,17700000,22800000,16
391,3100000, No,100000,6500000,2
612,9700000, Yes,13400000,35100000,20
859,5800000, Yes,13500000,12600000,2
779,7600000, No,9100000,18600000,18
561,700000, No,900000,2800000,2
420,2300000, No,1300000,5600000,18
609,1600000, No,4700000,3300000,8
821,8100000, No,16500000,19300000,14
603,7700000, No,11100000,17100000,14
778,1500000, No,3800000,3400000,10
460,7400000, No,20600000,23500000,2
363,8900000, Yes,7800000,27100000,18
482,2400000, No,5500000,5300000,16
772,5600000, No,10600000,20300000,4
745,5900000, No,15300000,14400000,6
513,1600000, No,400000,3300000,2
362,1100000, No,1800000,4000000,2
740,6600000, Yes,10900000,25600000,6
774,8900000, No,11200000,24400000,10
555,6400000, Yes,6000000,16400000,20
588,8200000, Yes,9700000,17300000,12
619,500000, No,1500000,1300000,14
607,9700000, No,24300000,31600000,18
435,7100000, Yes,1700000,16700000,4
835,1400000, Yes,3100000,3400000,14
767,7200000, No,10000000,28100000,14
643,8400000, Yes,19400000,26200000,14
894,4300000, No,10100000,13900000,2
343,8800000, Yes,20000000,29800000,8
800,4000000, No,8700000,15100000,8
494,6900000, Yes,7700000,17900000,18
336,9600000, No,5800000,33000000,14
785,6900000, No,19600000,16500000,16
732,3600000, Yes,5200000,13400000,16
587,1900000, No,3000000,4600000,12
471,9700000, Yes,12700000,30800000,18
497,1200000, No,2700000,4100000,8
784,400000, No,800000,1600000,16
471,6600000, No,13700000,21500000,18
763,1500000, No,300000,3300000,4
655,3500000, No,9900000,9500000,2
667,4000000, Yes,11500000,8600000,4
367,4100000, No,900000,14100000,8
436,5800000, No,1400000,18500000,16
785,8600000, Yes,18800000,23300000,12
388,4500000, No,11600000,11400000,10
385,9900000, Yes,600000,37300000,8
670,3200000, Yes,9100000,8100000,10
329,8900000, Yes,13300000,19100000,20
651,2100000, Yes,2500000,4900000,12
727,7100000, No,4300000,26000000,16
646,7800000, Yes,1800000,28900000,14
894,8600000, Yes,22100000,23200000,12
477,5100000, Yes,1700000,17000000,10
811,600000, No,300000,2000000,20
377,6600000, Yes,1000000,21200000,18
802,4700000, Yes,3600000,17000000,18
885,7700000, Yes,19900000,19700000,14
437,6400000, Yes,7000000,21900000,6
615,1100000, No,2800000,2500000,20
603,8900000, No,3300000,17800000,20
765,2100000, Yes,-100000,8300000,20
469,2300000, Yes,6100000,5800000,8
848,8300000, No,10500000,17700000,16
327,900000, No,400000,2700000,20
716,9200000, Yes,1100000,35000000,4
715,9800000, No,19500000,28300000,2
683,200000, No,400000,600000,12
737,3200000, Yes,7300000,9700000,6
728,7800000, No,4400000,27000000,6
350,8300000, No,12800000,30000000,18
802,2100000, Yes,100000,5200000,14
483,400000, Yes,1100000,1400000,4
684,7700000, Yes,100000,21800000,18
692,5600000, Yes,14500000,16500000,20
783,8400000, No,19000000,31000000,4
412,1300000, Yes,600000,4300000,18
447,8700000, No,14200000,30200000,10
610,2700000, No,900000,8400000,14
881,800000, Yes,300000,1800000,8
606,3800000, Yes,7700000,10300000,16
869,700000, Yes,1100000,2600000,2
496,400000, Yes,400000,1400000,2
483,3200000, Yes,6700000,9300000,6
741,7500000, No,6600000,22200000,8
820,3700000, No,4700000,13500000,4
697,3300000, No,8800000,9100000,18
713,200000, Yes,0,500000,20
754,7100000, No,1100000,17000000,6
837,1500000, Yes,4100000,5100000,14
691,3000000, No,7800000,6500000,2
436,1900000, Yes,2300000,5300000,12
322,9100000, No,26200000,30100000,8
333,2200000, No,3400000,7500000,2
455,8400000, Yes,400000,23000000,14
787,400000, Yes,1000000,700000,10
748,5600000, Yes,10300000,15800000,16
643,8200000, Yes,15400000,27100000,4
867,1600000, Yes,-100000,3400000,8
860,1800000, No,1900000,5600000,20
507,6500000, Yes,500000,23900000,2
871,3100000, Yes,1500000,11500000,4
820,3100000, No,6400000,9800000,12
352,5300000, Yes,12600000,14500000,4
887,1100000, No,2400000,4000000,14
731,6000000, Yes,1300000,13400000,12
645,6100000, Yes,14500000,14600000,18
300,4100000, No,7600000,14100000,10
896,7000000, Yes,13100000,26200000,12
372,8900000, Yes,18200000,27700000,6
441,4800000, No,8400000,12000000,6
348,7400000, Yes,14300000,18300000,4
343,9700000, No,13400000,27500000,18
346,9700000, Yes,23500000,22600000,16
509,4500000, Yes,13400000,11500000,14
560,8800000, No,16800000,29300000,10
881,3000000, Yes,1400000,7500000,6
540,1300000, No,1000000,3000000,20
865,5000000, No,4700000,12700000,14
317,1000000, Yes,2800000,2300000,12
559,3300000, Yes,4200000,11300000,20
457,6500000, No,1200000,23900000,18
780,4100000, No,8200000,12800000,8
607,9200000, No,17800000,29700000,10
